"locationId","locationName","publicLocationName","latitude","longitude","offline","pm01","pm02","pm10","pm003Count","atmp","rhum","rco2","tvoc","wifi","timestamp","tvocIndex","noxIndex","heatindex","publicPlaceName","publicPlaceUrl","publicContributorName","timezone","model","firmwareVersion"
89,"Prem Tinsulanonda International School 1","Prem Tinsulanonda International School 1",18.96255421231335,98.91562786546136,FALSE,67.67,108.33,111,5118.33,28.65,49.88,436,195.79732,-80,"2025-03-29T03:45:03.000Z",193.83,2,29.2,NA,NA,NA,"Asia/Bangkok","I-9PSL-DE","3.2.0"
2827,"NW Cloverdale","NW Cloverdale",38.80778,-123.018863,FALSE,NA,2,NA,NA,9.8,84,413,NA,-71,"2025-03-29T03:43:55.000Z",NA,NA,10,NA,NA,NA,"America/Los_Angeles",NA,NA
3790,"Kaenoisuksa School 1, Chiang Dao, Chiang Mai","Kaenoisuksa School 1, Chiang Dao, Chiang Mai",19.394767432705724,98.92874614493202,FALSE,3,3,3,563,28.34,47.94,NA,2078,-52,"2025-03-29T03:42:41.000Z",NA,NA,28.6,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3797,"Chomthong School 1, Chomthong, Chiang Mai","Chomthong School 1, Chomthong, Chiang Mai",18.435156957109033,98.67718182473789,FALSE,74,128,132,18761,29.97,46.52,NA,2646,-57,"2025-03-29T03:42:44.000Z",NA,NA,30.5,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3799,"โรงเรียนขุนยวมวิทยา","โรงเรียนขุนยวมวิทยา",18.83658958412909,97.93999695256035,FALSE,81,147,149,21300,28.05,58.7,NA,627,-63,"2025-03-29T03:42:56.000Z",NA,NA,29.4,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3800,"Khunyuam Wittaya School 2, Khunyuam, Maehongson","Khunyuam Wittaya School 2, Khunyuam, Maehongson",18.837399394128656,97.93995071660461,FALSE,90,159,167,23799,32.75,46.52,NA,3931,-71,"2025-03-29T03:45:00.000Z",NA,NA,34.9,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3804,"โรงเรียนเสริมงามวิทยาคม","โรงเรียนเสริมงามวิทยาคม",18.050391606682883,99.23346803905622,FALSE,96,160,174,23672,31.67,44.68,NA,13531,-76,"2025-03-29T03:44:55.000Z",NA,NA,32.7,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3805,"Soemngamwitthayakhom School 2, Some-Ngam, Lampang","Soemngamwitthayakhom School 2, Some-Ngam, Lampang",18.279805533636747,99.48051196520771,FALSE,107,175,182,27253,31.79,44.12,NA,950,-60,"2025-03-29T03:42:40.000Z",NA,NA,32.7,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
3816,"Bartlett IL, West Side","Bartlett IL, West Side",41.97603,-88.20921,FALSE,1,2.82137,2,360,23.192184,46.132603,417,NA,-47,"2025-03-29T03:44:16.000Z",NA,NA,23.3,NA,NA,NA,"America/Chicago","8PSL",NA
51363,"Srikranuanwittayakom school 1, Kranuan, Khon Kaen","Srikranuanwittayakom school 1, Kranuan, Khon Kaen",16.721984416175946,103.08173493955674,FALSE,34,57,68,9223,35.2,45.88,NA,511,-50,"2025-03-29T03:44:25.000Z",NA,NA,39.6,NA,NA,NA,"Asia/Bangkok","8PSL","9.5.2"
51432,"Bears' Cave","Bears' Cave",48.3924669,-89.3070117,FALSE,NA,2,NA,NA,-2,92,425,NA,-69,"2025-03-29T03:44:17.000Z",NA,NA,-2.2,NA,NA,NA,"America/New_York","UNKNOWN",NA
51948,"Watkhemapirataram school 1, Mueang, Nonthaburi","Watkhemapirataram school 1, Mueang, Nonthaburi",13.823306342907303,100.50341971861289,FALSE,37,58,72,6788,31.61,68.3,NA,2016,-62,"2025-03-29T03:43:15.000Z",NA,NA,38.7,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
51960,"Suwannaramwittayakom school 1, Bangkok Noi, Bangkok","Suwannaramwittayakom school 1, Bangkok Noi, Bangkok",13.76312579330489,100.47612901861227,FALSE,32,52,63,9258,32.69,66.79,NA,1010,-45,"2025-03-29T03:44:38.000Z",NA,NA,41.2,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
51961,"Kasetsart university laboratory school 1, Chatuchak, Bangkok","Kasetsart university laboratory school 1, Chatuchak, Bangkok",13.850829210818615,100.56881779163187,FALSE,29,48,61,7285,32.23,68.81,NA,2191,-35,"2025-03-29T03:44:07.000Z",NA,NA,40.6,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
51962,"Nuannoradit school 2, Phasi Charoen, Bangkok","Nuannoradit school 2, Phasi Charoen, Bangkok",13.723905641056973,100.46672554559318,FALSE,28,47,60,6790,33.53,68.28,NA,386,-68,"2025-03-29T03:43:01.000Z",NA,NA,44.4,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
52011,"Rajaphat Yala University","Rajaphat Yala University",6.549012748332888,101.2896306111374,FALSE,15,26,26,2616,26.76,82.37,NA,293,-61,"2025-03-29T03:43:38.000Z",NA,NA,29.4,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
52046,"Quesada, Merced","Quesada, Merced",37.329075,-120.436491,FALSE,NA,2,NA,NA,14.8,79,407,NA,-72,"2025-03-29T03:45:01.000Z",NA,NA,15,NA,"www.seen.team","SEEN","America/Los_Angeles",NA,NA
52564,"Severn","Severn",39.12406,-76.70745,FALSE,NA,1,NA,NA,20.5,46,265,93.979355,-14,"2025-03-29T03:43:54.000Z",100,NA,20.6,NA,NA,NA,"America/New_York","UNKNOWN",NA
52567,"NARIT​-OPD","NARIT​-OPD",18.85275424506312,98.95834692689932,FALSE,72,126,131,18880,32.66,48.42,NA,1868,-51,"2025-03-29T03:43:45.000Z",NA,NA,35.2,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
53319,"NARIT ASTROPARK (Parking)","NARIT ASTROPARK (Parking)",18.85345541310349,98.95760600870581,FALSE,73,118,125,20804,33.07,49.26,NA,5245,-73,"2025-03-29T03:43:03.000Z",NA,NA,36.2,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
54772,"CAP / PGE, KZN, ZA. ","CAP / PGE, KZN, ZA. ",-29.339544,31.374692,FALSE,0,0.83,1.25,222.25,23.4,66.93,NA,NA,-65,"2025-03-29T03:44:46.000Z",NA,NA,22.8,NA,"https://cap-mzansi.com/airgradient-map/","Communities Against Pollution (CAP)","Africa/Johannesburg","O-1PP","3.1.21"
54914,"Lensfield Road","Lensfield Road",52.198378,0.125451,FALSE,NA,4.3,NA,NA,8.8,54.2,NA,NA,-49,"2025-03-29T03:44:04.000Z",NA,NA,8.9,NA,NA,NA,"Europe/London","UNKNOWN",NA
54919,"Lensfield Road","Lensfield Road",52.198378,0.125451,FALSE,NA,4.3,NA,NA,8.4,60.1,NA,NA,-24,"2025-03-29T03:44:13.000Z",NA,NA,8.3,NA,NA,NA,"Europe/London","UNKNOWN",NA
55264,"North-West University Vanderbijilpark Campus","North-West University Vanderbijilpark Campus",-26.724689,27.884772,FALSE,NA,53.8,NA,NA,15.4,81.2,NA,NA,-55,"2025-03-29T03:43:29.000Z",NA,NA,15.6,"North West University","https://www.nwu.ac.za",NA,"Africa/Johannesburg","UNKNOWN",NA
55268,"North-West University Vanderbijilpark Campus","North-West University Vanderbijilpark Campus",-26.723,27.877,FALSE,NA,50.15,NA,NA,15.5,80.8,NA,NA,-61,"2025-03-29T03:44:43.000Z",NA,NA,15.6,"North West University","https://www.nwu.ac.za",NA,"Africa/Johannesburg","UNKNOWN",NA
55270,"North-West University Vanderbijilpark Campus","North-West University Vanderbijilpark Campus",-26.723,27.877,FALSE,NA,49.7,NA,NA,15.6,81.2,NA,NA,-61,"2025-03-29T03:44:10.000Z",NA,NA,15.6,"North West University","https://www.nwu.ac.za",NA,"Africa/Johannesburg","UNKNOWN",NA
55302,"Lensfield Road","Lensfield Road",52.198378,0.125451,FALSE,NA,0.5,NA,NA,9.8,50.9,NA,NA,-45,"2025-03-29T03:45:14.000Z",NA,NA,10,NA,NA,NA,"Europe/London","UNKNOWN",NA
55524,"CAP / PLE, KZN, ZA.","CAP / PLE, KZN, ZA.",-29.43461,31.252426,FALSE,NA,39.15,NA,NA,23,70.3,NA,NA,-82,"2025-03-29T03:44:43.000Z",NA,NA,22.8,NA,"https://cap-mzansi.com/airgradient-map/","Communities Against Pollution (CAP)","Africa/Johannesburg","UNKNOWN",NA
56093,"หอดูดาวสงขลา","หอดูดาวสงขลา",7.158502558743491,100.6113217561578,FALSE,22,37,45,4792,35.25,74.68,NA,1234,-80,"2025-03-29T03:44:13.000Z",NA,NA,54.2,NA,NA,NA,"Asia/Bangkok",NA,"9.5.2"
56150,"วังหมุ้น","วังหมุ้น",18.945298569548378,98.97347979467268,FALSE,70,114,116,18392,29.3,49.54,NA,5495,-41,"2025-03-29T03:44:59.000Z",NA,NA,30,NA,NA,NA,"Asia/Bangkok","8PSL-DE","9.5.4"
56415,"MS Office - Counseling ","MS Office - Counseling ",NA,NA,FALSE,25,41,49,5221,27.06,56.11,464,NA,-53,"2025-03-29T03:43:25.000Z",NA,NA,27.9,NA,NA,"ISB","Asia/Bangkok","8PSLM","9.6.2"
56416,"HS Office - Counseling ","HS Office - Counseling ",NA,NA,FALSE,5,7,11,2340,27.77,54.44,419,NA,-56,"2025-03-29T03:42:39.000Z",NA,NA,28.6,NA,NA,"ISB","Asia/Bangkok","8PSLM","9.6.2"
56825,"Downtown North Palo Alto","Downtown North Palo Alto",37.449314,-122.167007,FALSE,NA,1,NA,NA,13.3,78,411,NA,-41,"2025-03-29T03:43:30.000Z",NA,NA,13.3,NA,NA,"Luke","America/Los_Angeles",NA,NA
56935,"Marylebone Road","Marylebone Road",51.52224,-0.15657,FALSE,NA,1.75,NA,NA,9.5,50.6,435,NA,-26,"2025-03-29T03:41:45.000Z",NA,NA,9.4,NA,NA,NA,"Europe/London","UNKNOWN",NA
56957,"Marylebone Road","Marylebone Road",51.52224,-0.15657,FALSE,NA,2.35,NA,NA,9.7,49.6,NA,NA,-15,"2025-03-29T03:45:07.000Z",NA,NA,9.4,NA,NA,NA,"Europe/London","UNKNOWN",NA
57187,"Phuket Rajabhat University #4","Phuket Rajabhat University #4",NA,NA,FALSE,NA,21,NA,NA,32.1,47,463,93.979355,-21,"2025-03-29T03:45:02.000Z",100,1,33.8,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57188,"มหาวิทยาลัยราชภัฎภูเก็ต 1","มหาวิทยาลัยราชภัฎภูเก็ต 1",7.909639025949969,98.38698699663972,FALSE,NA,29,NA,NA,28.7,57,410,93.979355,-71,"2025-03-29T03:45:05.000Z",100,1,30.1,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57189,"มหาวิทยาลัยราชภัฎภูเก็ต 2","มหาวิทยาลัยราชภัฎภูเก็ต 2",7.913188350254121,98.38594629958502,FALSE,NA,32,NA,NA,25,70,543,93.979355,-48,"2025-03-29T03:44:18.000Z",100,1,25.4,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57190,"Phuket Rajabhat University #3","Phuket Rajabhat University #3",NA,NA,FALSE,NA,38,NA,NA,28.6,70,411,93.979355,-67,"2025-03-29T03:45:13.000Z",100,1,31.9,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57194,"Suratthani Rajabhat University #4","Suratthani Rajabhat University #4",NA,NA,FALSE,NA,NA,NA,NA,30.1,71,NA,93.979355,-89,"2025-03-29T03:43:53.000Z",100,1,35.5,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57196,"Suratthani Rajabhat University #5","Suratthani Rajabhat University #5",NA,NA,FALSE,NA,49,NA,NA,31.9,67,416,93.979355,-65,"2025-03-29T03:44:20.000Z",100,1,39.1,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57197,"Nakhon Si Thammarat Rajabhat University #1","Nakhon Si Thammarat Rajabhat University #1",NA,NA,FALSE,NA,22,NA,NA,28.8,57,468,93.979355,-74,"2025-03-29T03:45:03.000Z",100,1,30.3,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57198,"Nakhon Si Thammarat Rajabhat University #3","Nakhon Si Thammarat Rajabhat University #3",NA,NA,FALSE,NA,41,NA,NA,26.4,61,NA,93.979355,-69,"2025-03-29T03:43:49.000Z",100,1,26.7,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57199,"Nakhon Si Thammarat Rajabhat University #5","Nakhon Si Thammarat Rajabhat University #5",NA,NA,FALSE,NA,35,NA,NA,26.5,55,509,93.979355,-59,"2025-03-29T03:44:02.000Z",100,1,26.6,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57200,"Nakhon Si Thammarat Rajabhat University #2","Nakhon Si Thammarat Rajabhat University #2",NA,NA,FALSE,NA,38,NA,NA,26.1,52,NA,93.979355,-69,"2025-03-29T03:44:34.000Z",100,1,26.1,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57201,"Nakhon Si Thammarat Rajabhat University #4","Nakhon Si Thammarat Rajabhat University #4",NA,NA,FALSE,NA,15,NA,NA,22.7,40,486,93.979355,-63,"2025-03-29T03:43:55.000Z",100,1,22.8,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
57237,"465B","465B",37.875461,-122.258503,FALSE,NA,1,NA,NA,20.6,42,414,119.58487,-51,"2025-03-29T03:44:59.000Z",126,1,20.6,NA,NA,NA,"America/Los_Angeles","I-1DIY",NA
57389,"International School Bangkok - Nonthaburi ","International School Bangkok - Nonthaburi ",13.8929,100.5258,FALSE,28,45,55,6262,35.45,41,NA,NA,-80,"2025-03-29T03:34:06.000Z",NA,NA,50.2,NA,NA,"ISB","Asia/Bangkok","O-1PP",NA
57921,"Marana, AZ","Marana, AZ",32.3344,-111.0524,FALSE,0,1,1,393,26.02,7.82,NA,NA,-48,"2025-03-29T03:45:13.000Z",NA,NA,24.9,NA,NA,NA,"America/Phoenix",NA,NA
57942,"Browns Point","Browns Point",47.302485390131075,-122.4398062262962,FALSE,0,1,1,210,13.88,50.06,NA,NA,-66,"2025-03-29T03:45:14.000Z",NA,NA,13.9,NA,NA,NA,"America/Los_Angeles",NA,NA
57943,"Be Leaf Resort, Phuket","Be Leaf Resort, Phuket",8.028638989565119,98.35441155579035,FALSE,25,40,48,5160,32.42,45.02,NA,NA,-49,"2025-03-29T03:45:15.000Z",NA,NA,41.6,"Be Leaf Resort","https://www.facebook.com/beleafresort/","Be Leaf Boutique Resort","Asia/Bangkok","O-1PST",NA
57947,"Royce Private","Royce Private",NA,NA,FALSE,31,49,60,7545,31.94,45.94,NA,NA,-38,"2025-03-29T03:44:53.000Z",NA,NA,33.3,NA,NA,NA,"Asia/Bangkok",NA,NA
57954,"Bedford, MA","Bedford, MA",42.48596963798871,-71.27642659538597,FALSE,2,3,3,608,12.74,28.75,NA,NA,-79,"2025-03-29T03:45:08.000Z",NA,NA,12.8,NA,NA,NA,"America/New_York",NA,NA
57957,"Eastmont","Eastmont",47.911222239263985,-122.18952073404915,FALSE,0,0,0,183,13.55,59.82,NA,NA,-59,"2025-03-29T03:44:38.000Z",NA,NA,13.3,NA,NA,NA,"America/Los_Angeles",NA,NA
57960,"Hopeton Ave, Raleigh NC","Hopeton Ave, Raleigh NC",35.92,-78.57118,FALSE,7,9,9,1419,24.2,31.84,NA,NA,-48,"2025-03-29T03:44:28.000Z",NA,NA,23.5,NA,NA,NA,"America/New_York",NA,NA
57965,"Edmonton Greenwood","Edmonton Greenwood",53.53272,-113.41334,FALSE,7.2,11.6,11.9,1247,0.6,54.8,NA,NA,-47,"2025-03-29T03:45:14.000Z",NA,NA,-6.1,NA,NA,NA,"Canada/Central","O-1PP","0.6.4"
57973,"Edmonton Eastgate","Edmonton Eastgate",53.528934,-113.416058,FALSE,5.2,8.3,8.3,794,0.9,52.4,NA,NA,-47,"2025-03-29T03:45:14.000Z",NA,NA,-5.6,NA,NA,NA,"Canada/Central","O-1PP","0.6.4"
57981,"AC Richmond, BC","AC Richmond, BC",49.12289147218409,-123.1630830234623,FALSE,0,0,0,68,14.05,54.48,NA,NA,-37,"2025-03-29T03:45:09.000Z",NA,NA,13.9,NA,NA,NA,"America/Vancouver",NA,NA
57982,"Juniper Knolls, Sedona, AZ","Juniper Knolls, Sedona, AZ",34.8572619658531,-111.8161857363277,FALSE,1.42,2.42,2.42,392.5,15.92,16.73,NA,NA,-56,"2025-03-29T03:44:39.000Z",NA,NA,16.1,NA,NA,NA,"America/Phoenix",NA,"3.1.21"
57990,"Nadia Drive","Nadia Drive",44.682172,-63.591954,FALSE,1,2,2,520,6.41,52.34,NA,NA,-62,"2025-03-29T03:45:10.000Z",NA,NA,1.7,NA,NA,NA,"America/Halifax","O-1PST",NA
57991,"Walnut Grove","Walnut Grove",49.1716277,-122.6584767,FALSE,1,2,3,508,13.1,64.44,NA,NA,-84,"2025-03-29T03:45:03.000Z",NA,NA,13.3,NA,NA,NA,"America/Vancouver","O-1DIY",NA
57995,"Didam, NL","Didam, NL",51.94063604904484,6.123727385278134,FALSE,1,3,4,401,11.9,58.08,NA,NA,-71,"2025-03-29T03:44:25.000Z",NA,NA,11.7,NA,NA,NA,"Europe/Amsterdam",NA,NA
58007,"Halte routière","Halte routière",45.54443354923713,-73.21194147930187,FALSE,1,2.7829,2,288,6,40.6,392,82.71652,-54,"2025-03-29T03:44:53.000Z",88,1,6.1,NA,NA,NA,"America/Montreal",NA,NA
58019,"NWCAA - Anacortes 202 O Ave 2","NWCAA - Anacortes 202 O Ave 2",48.52008,-122.613213,FALSE,1.92,3.33,3.5,451.75,11.83,57,NA,NA,-63,"2025-03-29T03:44:39.000Z",NA,NA,8.9,NA,NA,"Northwest Clean Air Agency","US/Pacific","O-1PP","3.1.21"
58074,"King Home","King Home",35.09335620174387,-81.10423607408586,FALSE,10.75,14.5,14.5,1998.75,20.5,40.8,NA,NA,-75,"2025-03-29T03:44:34.000Z",NA,NA,18.9,NA,NA,"Mavrrick","America/New_York","O-1PP","3.1.21"
58081,"PSU, Pattani Campus #2","PSU, Pattani Campus #2",NA,NA,FALSE,NA,31,NA,NA,26.4,73,401,93.979355,-50,"2025-03-29T03:44:03.000Z",100,1,28.1,NA,NA,NA,"Asia/Bangkok","UNKNOWN",NA
58083," Cernetova"," Cernetova",NA,NA,FALSE,16,26,27,2499,12.73,62.03,NA,NA,-68,"2025-03-29T03:44:52.000Z",NA,NA,12.8,NA,NA,NA,"Europe/Paris",NA,NA
58090,"North Fallbrook","North Fallbrook",33.391211,-117.239686,FALSE,7,12,13,1579,16.05,55.98,NA,NA,-59,"2025-03-29T03:44:59.000Z",NA,NA,16.1,NA,NA,NA,"America/Los_Angeles",NA,NA
58093,"Islington","Islington",51.54654025913672,-0.09074524215529413,FALSE,0,0,1,234,9.9,49.81,NA,NA,-47,"2025-03-29T03:45:04.000Z",NA,NA,10,NA,NA,"RC","Europe/London","UNKNOWN",NA
58098,"Gossamer Cove","Gossamer Cove",37.545265,-122.2370192,FALSE,0.83,3.08,3.08,336,14.29,57.24,NA,NA,-57,"2025-03-29T03:45:06.000Z",NA,NA,11.7,NA,NA,NA,"America/Los_Angeles","O-1PP","3.1.21"
58105,"Beechworth - Newtown","Beechworth - Newtown",-36.365621,146.682152,FALSE,16.42,23.92,24.08,2851.75,22.8,55.81,NA,NA,-27,"2025-03-29T03:45:09.000Z",NA,NA,21.7,NA,NA,NA,"Australia/Sydney","O-1PST","3.1.21"
58107,"Hauptstraße Oberstedten","Hauptstraße Oberstedten",50.226631,8.5643869,FALSE,14,28,31.5,2077.5,10.450001,54.75,NA,NA,-69,"2025-03-29T03:41:19.000Z",NA,NA,10.6,NA,NA,NA,"Europe/Berlin",NA,NA
58113,"S Lane St","S Lane St",47.596,-122.309,FALSE,13.25,16.42,17.5,9314,14.81,48.69,NA,NA,-59,"2025-03-29T03:45:00.000Z",NA,NA,15,NA,NA,NA,"America/Los_Angeles",NA,"3.1.21"
58124,"Waukee","Waukee",41.595721,-93.875731,FALSE,2.83,4.92,4.92,770.75,20.1,49.42,NA,NA,-60,"2025-03-29T03:45:01.000Z",NA,NA,18.3,NA,NA,"Waukee-Abigail","America/Chicago","O-1PS","3.1.21"
58125,"Severn Bridge","Severn Bridge",NA,NA,FALSE,0,1,1,330,18.2,34.5,NA,NA,-35,"2025-03-29T03:44:59.000Z",NA,NA,18.3,NA,NA,NA,"America/Montreal",NA,NA
58144,"Hattenrod, Germany","Hattenrod, Germany",50.5756432,8.8478028,FALSE,27.08,47.25,58.75,4840.75,11.85,53.28,NA,NA,-53,"2025-03-29T03:45:10.000Z",NA,NA,8.9,NA,NA,NA,"Europe/Berlin","O-1PP","3.1.21"
58151,"Osborne Farm","Osborne Farm",42.423216,-71.285322,FALSE,3,5.67,5.67,787.5,13.38,30.8,440,NA,-81,"2025-03-29T03:44:18.000Z",NA,NA,10.6,NA,NA,NA,"America/New_York","O-1PST","3.1.21"
58163,"335 River Road, Ottawa","335 River Road, Ottawa",45.31738446136235,-75.68849747543955,FALSE,0.7,1.6,1.6,274,3.5,56.2,NA,NA,-51,"2025-03-29T03:45:10.000Z",NA,NA,-2.2,NA,NA,NA,"Canada/Central","O-1PP","0.6.4"
58167,"335 River Road, Ottawa","335 River Road, Ottawa",45.31738446136235,-75.68849747543955,FALSE,0.6,1.2,1.2,249,3.1,58.6,NA,NA,-48,"2025-03-29T03:45:04.000Z",NA,NA,-2.8,NA,NA,NA,"Canada/Central","O-1PP","0.6.4"
58175,"OpenAF","OpenAF",50.221058686904136,-119.22843790237432,FALSE,0,0,0,240,11.9,58.38,NA,NA,-79,"2025-03-29T03:44:49.000Z",NA,NA,11.7,NA,NA,NA,"America/Vancouver",NA,NA
58178,"Upright Head, Lopez Island, WA 98261, USA","Upright Head, Lopez Island, WA 98261, USA",48.5676929,-122.8903504,FALSE,2,2,3,595,11.65,64.43,NA,NA,-60,"2025-03-29T03:44:55.000Z",NA,NA,11.7,NA,NA,NA,"Pacific/Pago_Pago",NA,NA
58209,"Schottergrube","Schottergrube",47.727579,16.106267,FALSE,18,33,35,3612,11.8,66.63,NA,NA,-41,"2025-03-29T03:45:02.000Z",NA,NA,11.7,NA,NA,NA,"Europe/Vienna","UNKNOWN",NA
58210,"Northcote Street, Bristol","Northcote Street, Bristol",51.4644277673234,-2.567887786679186,FALSE,3,5,5,769,9.72,55.13,NA,NA,-85,"2025-03-29T03:45:12.000Z",NA,NA,9.4,NA,NA,NA,"Europe/London",NA,NA
58227,"Vine St Brattleboro, VT","Vine St Brattleboro, VT",NA,NA,FALSE,7,9,10,1428,17.72,38.08,NA,NA,-41,"2025-03-29T03:44:57.000Z",NA,NA,17.8,NA,NA,NA,"America/New_York",NA,NA
58228,"Eltham","Eltham",-37.69,145.14,FALSE,8,12.81284,22,692,22.7,51.8,400,44.88422,-33,"2025-03-29T03:43:44.000Z",45,2,21.7,NA,NA,NA,"Australia/Sydney","O-1PST",NA
58248,"NWCAA - BPS 1","NWCAA - BPS 1",48.760036,-122.456463,FALSE,0,0,0,60.75,13.51,50.11,NA,NA,-50,"2025-03-29T03:44:20.000Z",NA,NA,10.6,NA,NA,"Northwest Clean Air Agency","US/Pacific","O-1PP","3.1.21"
58249,"NWCAA - BPS 2","NWCAA - BPS 2",48.760036,-122.456463,FALSE,0,0.08,0.08,150.5,13.3,49.62,NA,NA,-53,"2025-03-29T03:44:20.000Z",NA,NA,10.6,NA,NA,"Northwest Clean Air Agency","US/Pacific","O-1PP","3.1.21"
58250,"NWCAA - Anacortes 202 O Ave 1","NWCAA - Anacortes 202 O Ave 1",48.52008,-122.613213,FALSE,1,1.75,1.83,291.5,12.14,54.96,NA,NA,-58,"2025-03-29T03:45:10.000Z",NA,NA,9.4,NA,NA,"Northwest Clean Air Agency","US/Pacific","O-1PP","3.1.21"
58287,"Bluffton Indiana ","Bluffton Indiana ",40.7757917121621,-85.15764873168925,FALSE,13,17,17,2398,19.3,43.32,NA,NA,-45,"2025-03-29T03:45:01.000Z",NA,NA,19.4,NA,NA,NA,"America/Indianapolis",NA,NA
58296,"Holzen","Holzen",48.1574391,12.7276085,FALSE,15.5,29.5,33,2838,10.8,77.1,NA,NA,-65,"2025-03-29T03:40:18.000Z",NA,NA,10.6,NA,NA,NA,"Europe/Berlin",NA,NA
58324,"Glendale","Glendale",40.748998,-111.934125,FALSE,39,61,70,10489,15.65,28.18,NA,NA,-48,"2025-03-29T03:45:13.000Z",NA,NA,15.6,NA,NA,NA,"America/Denver",NA,NA
58339,"บ้านหมู","บ้านหมู",18.932618966437307,98.96445032014383,FALSE,82.9,135.9,138.7,20494,33.7,29.5,NA,NA,-55,"2025-03-29T03:44:43.000Z",NA,NA,32.8,NA,NA,NA,"Asia/Bangkok","O-1PP",NA
58340,"University Place","University Place",47.221889,-122.557947,FALSE,0,0,0,108,10.53525,71.756546,NA,NA,-53,"2025-03-29T03:43:33.000Z",NA,NA,10.6,NA,NA,NA,"America/Los_Angeles",NA,NA
58341,"แม่กวง","แม่กวง",18.8266136,99.0523185,FALSE,78.9,133.1,139.3,19573,28.9,38.5,NA,NA,-76,"2025-03-29T03:45:12.000Z",NA,NA,30.4,NA,NA,NA,"Asia/Bangkok","O-1PP","0.6.4"
58362,"Crown Hill","Crown Hill",47.68851561866935,-122.37061702934375,FALSE,1.5,2.5,2.5,400,13.75,52.12,NA,NA,-68,"2025-03-29T03:44:40.000Z",NA,NA,11.1,NA,NA,NA,"America/Los_Angeles","O-1PP","3.1.21"
58371,"WCF Elgin","WCF Elgin",34.12495,-80.81165,FALSE,4.5,6,6.5,1038,21.55,46.2,NA,NA,-61,"2025-03-29T03:44:49.000Z",NA,NA,21.7,NA,NA,NA,"America/New_York","UNKNOWN",NA
58399,"intERLab, Pathumthani, Thailand","intERLab, Pathumthani, Thailand",14.077551603647665,100.61278750267229,FALSE,30,49,60,7208,36.64,36.35,NA,NA,-60,"2025-03-29T03:44:45.000Z",NA,NA,39.1,NA,NA,NA,"Asia/Bangkok",NA,NA
58427,"Indian Trail Rd","Indian Trail Rd",37.24359,-122.126429,FALSE,1666,1666,1666,80,9.82,59.14,NA,NA,-51,"2025-03-29T03:45:13.000Z",NA,NA,10,NA,NA,NA,"Pacific/Pago_Pago",NA,NA
58495,"Mitcham ","Mitcham ",-37.821355878845935,145.19754088501568,FALSE,12,19,20,2330,22.42,51.15,NA,NA,-45,"2025-03-29T03:44:53.000Z",NA,NA,22.2,NA,NA,NA,"Australia/Sydney",NA,NA
58498,"Moraga, Merced","Moraga, Merced",37.329078,-120.436499,FALSE,0,0,0,201,17.5,41.7,NA,NA,-71,"2025-03-29T03:44:49.000Z",NA,NA,17.8,NA,"www.seen.team","SEEN","America/Los_Angeles",NA,NA
58523,"Winfield Illinois","Winfield Illinois",41.86918,-88.15696,FALSE,2.5,3,3.08,601.5,20.07,45.11,NA,NA,-29,"2025-03-29T03:44:40.000Z",NA,NA,20,NA,NA,NA,"America/Chicago","UNKNOWN","3.1.21"
58549,"East Irvine - Northwood","East Irvine - Northwood",33.716054,-117.74926,FALSE,2,4,4,612,16.91,53.54,NA,NA,-71,"2025-03-29T03:45:07.000Z",NA,NA,16.7,NA,NA,NA,"America/Los_Angeles","UNKNOWN",NA
58550,"Sénégal, Dakar","Sénégal, Dakar",14.746475571894893,-17.510440956465402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,-35,"2025-03-29T03:44:06.000Z",NA,NA,NA,NA,NA,NA,"Africa/Nouakchott","O-1PP",NA
58648,"UltimateReality","UltimateReality",34.135396,-118.1013964,FALSE,NA,3,NA,NA,20.2,50,NA,NA,-72,"2025-03-29T03:45:10.000Z",NA,NA,20,NA,NA,NA,"America/Los_Angeles","I-1DIY",NA
